"geogid","geog","lat","lon"
"34030021","Carysfort Deep Ledge","25 13.80","-80 12.74"
"34030022","The Fingers E3","25 08.449","-80 15.545"
"34030023","North North Dry Rocks (Double North)","25 08.18","-80 17.42"
"34030024","Wellwood Grounding Site M12","25 00.63","-80 22.37"
"34030025","Elpis Grounding Site","25 08.90","-80 15.15"
"34030026","Duane Wreck","24 59.28","-80 22.83"
"34030027","Bibb Wreck","24 59.76","-80 22.77"
"34030028","Minnow Caves / North Dry Rocks","25 07.84","-80 17.66"
"34030029","Pecks Place or Captain Happy's (off Elbow)","25 08.06","-80 15.83"
"34030030","Sand Island","25 01.10","-80 22.06"
"34030031","The Elbow Reef","25 08.33","-80 15.66"
"34030032","Banana Reef (Grecian Rocks 1)","25 06.46","-80 18.44"
"34030033","The Slab",NULL,NULL
"34030034","Harrigan's Reef",NULL,NULL
"34030035","Gamefish Gully",NULL,NULL
"34030036","Dixie Ledge","25 04.21","-80 18.97"
"34030037","Toadfish Flats (Hawks Channel/Garden Cove)","25 10.75","-80 20.42"
"34030038","Spiegel Grove Wreck","25 04.00","-80 18.65"
"34030039","Spanish Anchor (Elbow)","25 08.29","-80 15.60"
"34030040","Civil War Wreck / Tonawanda (Elbow)","25 08.84","-80 15.46"
"34030041","Watson's Reef","25 11.16","-80 14.55"
"34030042","The Wall (before Carysfort)","25 10.16","-80 15.98"
"34030043","Spikes Ridge (off Elbow)","25 08.00","-80 15.51"
"34030044","Triple North (off Elbow)","25 09.15","-80 16.04"
"34030045","White Banks","25 02.50","-80 22.20"
"34030046","Cannon Patch/Garret's Reef","25 06.71","-80 20.50"
"34030047","Three Sisters","25 01.80","-80 23.40"
"34030048","Wolfe Reef","25 01.30","-80 23.77"
"34030049","Mosquito Bank","25 04.74","-80 22.73"
"34030050","Patch Reef near Reefballs",NULL,NULL
"34030051","Smitty's Surprise","25 10.58","-80 15.02"
"34030052","Triangles","25 01.39","-80 25.45"
"34030053","John Pennekamp State Park",NULL,NULL
"34030054","Drop off near Blue Hole / Grecian Rocks  6)","25 06.66","-80 18.34"
"34030055","Carysfort Trench","25 14.03","-80 11.87"
"34030056","Turtle Rocks","25 18.02","-80 12.90"
"34030057","Nelson's Fish Farm","25 14.93","-80 11.78"
"34030058","Doughnut Hole F4",NULL,NULL
"3404","Islamorada",NULL,NULL
"34040001","Pickles Reef / Pickle Barrel Wreck","24 59.170","-80 24.940"
"34040002","Alligator Reef (Florida Keys)","24 50.792","-80 37.359"
"34040003","Davis Reef","24 55.32","-80 30.36"
"34040004","Conch Reef","24 57.11","-80 27.57"
"34040005","Mutton Snapper Reef","24 56.61","-80 29.72"
"34040006","Hens and Chickens Reef","24 55.90","-80 32.90"
"34040007","Wreck of the Eagle","24 52.17","-80 34.21"
"34040008","Tennessee Reef Research","24 45.97","-80 45.25"
"34040009","Crockers Wall","24 54.24","-80 31.59"
"34040010","Crocker Ridges / Baby Grand","24 54.170","-80 31.770"
"34040011","Pleasure Reef","24 54.81","-80 30.95"
"34040012","Pocket, The","24 53.868","-80 32.390"
"34040013","USS Alligator","24 51.080","-80 37.100"
"34040014","Cannabis Cruiser","24 49.50","-80 38.59"
"34040015","Crocker Valley","24 54.03","-80 31.97"
"34040016","Davis Twenty-Thirty",NULL,NULL
"34040017","Hammerhead Reef","24 53.33","-80 32.81"
"34040018","Victory Reef","24 53.30","-80 32.95"
"34040019","Crocker Reef","24 54.44","-80 31.50"
"34040020","Aquarium Reef / A&B Patch","24 53.490","-80 33.302"
"34040021","Fish Bowl / Hamm / Ham","24 53.593","-80 33.147"
"34040022","Cheeca Rocks","24 54.27","-80 36.93"
"34040023","Horseshoe (Near Conch Reef - Tavernier)","24 57.40","-80 27.42"
"34040024","The Pillars","24 59.53","-80 24.51"
"34040025","The Garden (Rocky Top Reef)","24 53.72","-80 34.34"
"54020069","Caletta Reef","20 20.05","-87 01.62"
"34040027","El Fuego (or Spanish Lady)",NULL,NULL
"34040028","Pete's Reef/Amy's Reef",NULL,NULL
"34040100","Conch Reef Research Only/Aquarius Habitat","24 55.990","-80 27.285"
"34040101","Conch Reef Research Only, Monitoring Site AQ1",NULL,NULL
"34040102","Conch Reef Research Only, Monitoring Site AQ2",NULL,NULL
"34040103","Conch Reef Research Only, Monitoring Site AQ3",NULL,NULL
"34040104","Forty Foot Ledge",NULL,NULL
"34040105","MM82 (shore dive)",NULL,NULL
"34040106","Billy's Reef","24 40.80","-83 1.20"
"34040107","Please use 34030171 (was Ocean Pointe Condos)",NULL,NULL
"34040108","Please use 34030170 (was Harry Harris Park)",NULL,NULL
"34040109","Newfound Reef",NULL,NULL
"34040110","Betty's Bump","24 56.90","-80 28.02"
"34040111","Runway Reef","24 56.27","-80 29.06"
"34040112","Reef near Infante Wreck (Little Conch Reef)","24 56.51","-80 28.50"
"34040113","Aquarius S4 30m Site",NULL,NULL
"34040114","Aquarius 20m Pinnacle Site",NULL,NULL
"34040115","Aquarius 30m Pinnacle Site",NULL,NULL
"34040116","Tennessee Reef (Open - near tower)","24 44.74","-80 46.86"
"3405","Marathon",NULL,NULL
"34050001","Sombrero Reef / Light","24 37.52","-81 06.73"
"34050002","Samantha's Ledge","24 39.46","-81 00.40"
"34050003","Joanie's Reef","24 39.38","-81 00.57"
"34050004","Coffins Patch","24 41.14","-80 57.81"
"34050005","Looe Key - East","24 32.76","-81 24.21"
"34050006","Looe Key - Research","24 34.02","-81 23.42"
"34050007","Herman's Hole","24 39.03","-81 01.88"
"34050008","Pot Holes","24 39.10","-81 01.48"
"34050009","Lucille's Reef","24 38.09","-81 02.49"
"34050010","Joanie's Rock","24 39.36","-81 00.59"
"34050011","Rusty's","24 41.72","-80 54.35"
"34050012","Porkfish","24 42.01","-80 53.63"
"34050013","Delta Shoals","24 37.96","-81 05.40"
"34050014","Long Key State Park","24 48.60","-80 49.20"
"34050015","R/V Thunderbolt","24 39.48","-80 57.90"
"34050016","Ivory Wreck",NULL,NULL
"34050017","Hermans Behind","24 39.06","-81 01.74"
"34050018","Horseshoe Reef (near Marathon)","24 39.67","-80 59.65"
"34050019","Pillar Patch","24 40.93","-80 58.24"
"34050020","Lobsters Ledge","24 40.91","-80 58.39"
"34050021","Barge","24 38.67","-81 04.31"
"34050022","Boom Ledge","24 38.12","-81 04.76"
"34050023","The Gap","24 39.96","-80 58.31"
"34050024","Donut Reef","24 41.51","-80 56.87"
"34050025","Adelaide Baker Wreck Site","24 42.65","-80 53.35"
"34050026","Newfound Harbor SPA","24 36.83","-81 23.72"
"34050027","Newfound Open/Captain's Coral","24 37.29","-81 22.83"
"34050028","No Name Reef","24 35.79","-81 12.84"
"34050029","Key Colony Ledge","24 42.00","-80 59.00"
"34050030","Captain Morgan","24 40.10","-80 58.77"
"34050031","Kiss and Grunt Reef",NULL,NULL
"3406","Looe Key NMS",NULL,NULL
"34060001","HMS Looe","24 32.862","-81 24.312"
"34060002","Adolphus Busch Wreck","24 31.08","-81 27.66"
"34060003","Looe Key West Deep Reef","24 32.51","-81 24.92"
"34060004","Middle Looe Key","24 32.7","-81 24.5"
"3407","Long Key",NULL,NULL
"34070001","Long Key Ledge","24 43.212","-80 49.871"
"34070002","Use 34040148 (was Coral Gardens Lower Matecumbe)",,
"3408","Key West",NULL,NULL
"34080001","Western Sambo","24 28.75","-81 42.98"
"34080002","Eastern Sambo","24 29.47","-81 39.84"
"34080003","Rock Key","24 26.94","-81 51.38"
"34080004","Sand Key","24 27.05","-81 52.67"
"34080005","Middle Sambo","24 29.30","-81 40.40"
"34080006","Pelican Shoals","24 29.99","-81 37.78"
"34080007","Widow Fingers","24 30.70","-81 37.03"
"34080008","Eastern Dry Rocks Shallow","24 27.55","-81 50.67"
"34080009","Nine Foot Stake","24 28.35","-81 45.90"
"34080010","Joe's Tug","24 27.83","-81 44.24"
"34080011","Ten Fathom Ledge",NULL,NULL
"34080012","Coral Heads, Mkr 50, Big Pine Key","24 36.9","-81 23.7"
"34080013","USS Wilkes Barre","24 29.07","-81 33.14"
"34080014","Cayman Salvor","24 27.65","-81 46.01"
"34080015","USS Sturtevant","24 45.0","-82 01.02"
"34080016","Trinity Cove","24 26.03","-81 55.98"
"34080017","French Wreck","24 37.57","-82 56.12"
"34080018","Western Dry Rocks","24 26.71","-81 56.27"
"34080019","Lost Reef/High Rocks","24 26.60","-81 55.95"
"34080020","Cottrel (Stingray)","24 36.82","-81 55.28"
"34080021","The Alexander","24 37.39","-81 58.93"
"34080022","American Shoal","24 30.87","-81 30.64"
"34080023","Marker 32 (Toppino Buoy) Shallow","24 28.34","-81 44.73"
"34080024","Live Rock Pile","24 26.08","-81 57.28"
"34080025","Content Key","24 47.4","-81 29.6"
"3409","Marquesas Keys",NULL,NULL
"34090001","Research Site #1","24 27.67","-82 12.28"
"34090002","Cuda Reef/Marquesas Rock","24 27.56","-82 13.47"
"34090003","Longline Ledge",NULL,NULL
"34090004","Serpent City","24 26.06","-82 00.32"
"34090005","Jewfish Patch","24 31.69","-82 07.94"
"34090006","Shark Ledge","24 27.30","-82 08.54"
"34090007","Cosgrove Shoals","24 27.56","-82 11.29"
"34090008","Tail End Buoy","24 26.76","-82 18.90"
"34090009","Retard Reef","24 26.35","-82 01.51"
"34090010","Bob's Check Out Reef","24 27.15","-82 10.29"
"3410","Dry Tortugas",NULL,NULL
"34100001","Bird Key","24 36.77","-82 52.28"
"34100002","Juanita's Reef","24 40.03","-82 53.52"
"34100003","Squid Row","24 42.18","-82 51.56"
"34100004","Texas Rock","24 40.50","-82 53.16"
"34100005","Pulaski","24 41.73","-82 46.28"
"34100006","Blenny flats","24 39.32","-82 47.26"
"34100007","SW Loggerhead","24 37.91","-82 56.17"
"34100008","Riley's Hump","24 29.51","-83 07.23"
"34100009","Loggerhead Nursery","24 38.31","-82 55.92"
"34100010","Temptation Rock/Oasis","24 38.58","-82 55.84"
"34100011","Simon's Hump","24 30.46","-82 52.65"
"34100012","Big Johnson","24 41.06","-82 52.99"
"34100013","Sherwood Forest","24 42.69","-83 02.81"
"34100014","Cessies Peak (aka Bird In Hand)","24 40.69","-83 02.25"
"34100015","Windjammer Site (French Wreck)","24 37.27","-82 56.58"
"34100016","G-Spot / Hidden Paradise","24 39.23","-83 02.00"
"34100017","Wreck Reef/Awesome","24 40.75","-83 01.53"
"34100018","Garlic Gardens (near Bird Key)","24 37.30","-82 54.03"
"34100019","Pinnacles / Dive A-1","24 39.17","-83 01.81"
"34100020","Oklahoma","24 41.040","-82 53.028"
"34100021","Robins Hood","24 42.43","-83 02.85"
"34100023","Hook 2","24 36.69","-83 04.85"
"34100024","Ultimate Ledge","24 40.55","-83 05.16"
"34100025","Alice in Wonderland / True Alice","24 43.446","-82 58.816"
"34100026","Chris's Spot","24 36.78","-82 52.17"
"34100027","K Marker","24 43.70","-82 53.14"
"34100028","Tort 75","24 32.09","-82 50.69"
"34100029","Pete's Reef","24 26.02","-82 34.43"
"34100030","Playmate Rock / Davis Rock","24 41.20","-82 54.42"
"34100031","Big John's","24 37.19","-83 05.05"
"34100032","Coral Heads (Bush Key)","24 37.22","-82 52.21"
"34100033","Bob's Lost Reef","24 37.42","-82 58.24"
"34100034","Bob's Ledge","24 36.98","-82 58.60"
"34100035","Bob's Rock","24 38.30","-82 57.50"
"34100036","Loggerhead Ledge","24 37.80","-82 55.04"
"34100037","D Buoy (Nub's Ledge)","24 36.49","-82 58.01"
"34100038","A Buoy","24 33.00","-82 55.01"
"34100039","Bob's Jewfish Rock","24 37.38","-82 55.32"
"34100040","Milky Way","24 37.21","-82 55.64"
"3411","Florida Bay",NULL,NULL
"4","BAHAMAS, TURKS & CAICOS",NULL,NULL
"41","NORTH BAHAMAS (N. of Providence Channel)",NULL,NULL
"4101","Bimini (N and S Bimini, Cat, Gun)",NULL,NULL
"41010001","Victory Reef","25 29.16","-79 16.42"
"41010002","Sapona Wreck","25 39.75","-79 18.56"
"41010003","Turtle Rocks / Big Greenie","25 39.766","-79 18.527"
"41010004","Shark Reef (aka Bull Run)","25 27.20","-79 14.88"
"41010005","Strip Reef","25 44.19","-79 18.15"
"41010006","Tuna Alley","25 31.41","-79 17.92"
"41010007","Ned's Corner","25 45.48","-79 17.99"
"41010008","Moray Alley","25 45.48","-79 17.99"
"41010009","Rainbow Reef/Statue Reef","25 44.80","-79 17.73"
"41010010","Atlantis","25 45.48","-79 17.99"
"41010011","Hawksbill","25 45.31","-79 18.06"
"41010012","Gun Cay Grass (Flats)","25 34.720","-79 17.800"
"41010013","The Kinks/Spotted Sands","25 44.13","-79 18.44"
"41010014","Oreo Reef",NULL,NULL
"41010015","Barge","25 41.89","-79 19.03"
"41010016","Table Top","25 44.23","-79 18.14"
"41010017","Zoo","25 44.56","-79 18.14"
"41010018","Picquet Rocks","25 37.57","-79 19.01"
"41010019","Eagle's Nest","25 16.02","-79 10.67"
"41010020","Grouper on the Head (Floyd's)","25 27.10","-79 14.63"
"41010021","Fantastic","24 49.29","-79 10.95"
"41010022","Antler","24 51.10","-79 10.54"
"41010023","Lurking Heads","24 56.53","-79 10.09"
"41010024","Lunkhead","25 28.29","-79 15.32"
"41010025","Bimini Road/Rockwell Reef","25 46.06","-79 16.71"
"41010026","The Trader Wreck","25 43.12","-79 18.93"
"41010028","Little Barge","25 43.40","-79 18.48"
"41010030","Little Caverns","25 45.17","-79 18.38"
"41010031","Halloween Point",NULL,NULL
"41010032","Nodules Wall","25 29.94","-79 17.12"
"41010033","Little Cayman (in Bimini Bahamas)","25 21.47","-79 12.47"
"41010034","Blue Chromis/Victories II","25 28.92","-79 16.23"
"41010036","Hog Heaven","24 55.12","-79 08.86"
"41010037","Johnnys Splender","25 29.63","-79 15.31"
"41010038","Donut","25 21.74","-79 12.47"
"41010039","Miami Rita","25 24.50","-79 13.20"
"41010040","Rainbow Valley","25 29.07","-79 16.23"
"41010041","Thumbnail","25 48.89","-79 17.28"
"41010042","Riding Rock Reef",NULL,NULL
"41010043","Moxon Rocks / Crotch Rocks","25 32.60","-79 16.80"
"41010045","Stevie's Wonder (Frank & John's Reef/Frayed Knot)","25 29.019","-79 16.114"
"41010046","JD's Hill","25 54.53","-78 40.68"
"41010047","Wreck of Hesperis","25 48.27","-79 06.69"
"41010048","Playground","24 55.10","-79 08.88"
"41010049","Panther Wreck (Cat Cay) (aka the Humps)","25 28.59","-79 15.48"
"41010050","Holly's Reef (Gun Cay)","25 34.82","-79 18.42"
"41010051","South Turtle Rocks","25 39.41","-79 18.65"
"4102","Grand Bahama",NULL,NULL
"41020001","Arrow Point",NULL,NULL
"41020002","Blackbeard's Spring",NULL,NULL
"41020003","Blair House One",NULL,NULL
"41020004","Blair House Two",NULL,NULL
"41020005","Please use 41020030 (was Caves One)",NULL,NULL
"41020006","Please use 41020029 (was Caves Two)",NULL,NULL
"41020007","East Ann's Paradise","26 31.58","-78 33.65"
"41020008","Fish Farm",NULL,NULL
"41020009","Gail's Grotto",NULL,NULL
"41020010","Lady of Lucaya","26 31.06","-78 34.31"
"41020011","Littlehales Lair","26 30.51","-78 36.01"
"41020012","Lucayan Ridge","26 31.16","-78 34.43"
"41020013","Octopussy Garden",NULL,NULL
"41020014","Papa Doc",NULL,NULL
"41020015","Picasso's Gallery",NULL,NULL
"41020016","Reef Caribe",NULL,NULL
"41020017","Shark Junction","26 30.08","-78 36.96"
"41020018","SPID City / Airplane Reef",NULL,NULL
"41020019","Theo's Wreck","26 28.99","-78 40.23"
"41020020","West Ann's Paradise",NULL,NULL
"41020021","Photo Fantasy",NULL,NULL
"41020022","Edge of the Ledge",NULL,NULL
"41020023","Plate Reef",NULL,NULL
"41020024","Sugar Wreck","27 03.12","-79 09.64"
"41020025","Upside Down Wreck / Chambers / The Chamber",NULL,NULL
"41020026","Please use 41020018 (was Airplane Reef)",NULL,NULL
"41020027","Jose Wreck",NULL,NULL
"41020028","Coliseum",NULL,NULL
"41020029","Tunnels / Caves 2 / Tunnels West","26 45.74","-79 02.42"
"41020030","Pygmy Caves / Caves 1","26 30.177","-78 36.848"
"41020031","Rocky Mountain High","25 52.71","-78 43.03"
"41020032","Orson Wells Wreck",NULL,NULL
"41020033","Shark Bait (Chum Alley)","26 46.21","-79 02.70"
"41020034","El Dorado","27 03.97","-79 10.52"
"41020035","Jewfish Mountain","27 03.97","-79 10.68"
"41020036","Grouper Mound Wall","27 03.30","-79 10.56"
"41020037","Crystal Palace","27 01.69","-79 09.99"
"41020038","Land of the Triggers","27 16.76","-79 08.23"
"41020039","Mt Olympus","27 02.06","-79 10.18"
"41020040","Shark Reef/Indian Cay Reef","26 42.43","-79 00.56"
"4103","Little Abaco",NULL,NULL
"4104","Abaco Island",NULL,NULL
"41040001","Carousel",NULL,NULL
"41040002","Cathedral","26 39.05","-77 05.35"
"41040003","Grouper Alley","26 38.55","-77 05.15"
"41040004","Towers' Abaco",NULL,NULL
"41040005","Towns of Abaco Shoreline/Marsh Harbor",NULL,NULL
"41040006","Wayne's World/Marsh Harbor",NULL,NULL
"41040007","Catacombs (Green Turtle - Manjack)","26 50.268","-77 21.06"
"41040008","Elkhorn Reef (Green Turtle- Manjack)","26 49.872","-77 20.718"
"41040009","End of the Reef (Green Turtle)",NULL,NULL
"41040010","Sand Channels (Green Turtle)",NULL,NULL
"41040011","No Name Lagoon","26 44.678","-77 17.618"
"41040012","Pelican Reef",NULL,NULL
"41040013","Bluff House Shore (Green Turtle)",NULL,NULL
"41040014","Max Cay Bay","26 38.50","-77 05.10"
"41040015","Bud's Cave","26 39.15","-77 05.42"
"41040016","The Caverns ( Manjack Cay - eastside)",NULL,NULL
"41040017","The Pillars (Manjack Cay - eastside)",NULL,NULL
"41040018","Coral Caverns (Green Turtle Cay)",NULL,NULL
"4105","Walkers Cay",NULL,NULL
"41050001","Spiral Caverns ""Sharks Rodeo""",NULL,NULL
"41050002","White Hole",NULL,NULL
"41050003","Wreck Dorothy H.",NULL,NULL
"41050004","Barracuda Alley",NULL,NULL
"41050005","The Arena",NULL,NULL
"41050006","Flower Gardens",NULL,NULL
"41050007","Magic Kingdom",NULL,NULL
"41050008","Sue's Reef",NULL,NULL
"41050009","Hustlers Reef",NULL,NULL
"41050010","Split Reef",NULL,NULL
"41050011","Charlie's Canon",NULL,NULL
"41050012","Pirates Cathedral",NULL,NULL
"41050013","Jenetts Reef",NULL,NULL
"41050014","Shark's Canyon",NULL,NULL
"41050015","Spanish Cannon",NULL,NULL
"41050016","The Zoo / Matanilla Reef","27 22.000","-78 40.999"
"41050017","Sunshine Reef",NULL,NULL
"41050018","Aquarium",NULL,NULL
"41050019","Fitchit's Reef",NULL,NULL
"41050020","Runway/White Beach",NULL,NULL
"4106","Berry Islands (including Chub Cay)",NULL,NULL
"41060001","Mama Rhoda Rock","25 24.50","-77 55.08"
"41060002","Deep Sea Gardens (Mutton Reef)","25 24.30","-77 54.34"
"41060003","Shark Hollow (Splash Reef)","25 24.08","-77 53.29"
"41060004","Caverns and Caves","25 40.27","-77 54.39"
"41060005","Airport and Truck Lagoon","25 24.27","-77 54.48"
"41060006","Dynamite Wall","25 24.74","-77 57.31"
"41060007","Canyons","25 24.18","-77 54.56"
"41060008","Scuba Hole","25 24.10","-77 53.37"
"41060009","Eel Garden (Discovery Reef)","25 24.26","-77 54.37"
"41060010","Old Lighthouse","25 23.50","-77 47.70"
"41060011","Throne of Wo","25 23.54","-77 49.38"
"41060012","Little Whale Cay","25 26.50","-77 45.30"
"4107","Cay Sal",NULL,NULL
"41070001","Airplane Wreck (Water Cay)","23 59.65","-80 20.28"
"41070002","Cay Sal Bank","23 35.00","-80 25.00"
"41070003","Blue Hole","23 40.00","-79 35.00"
"41070004","Damas Rocks",NULL,NULL
"42","CENTRAL BAHAMAS (S of New Prov. Chan & N of Crooke",NULL,NULL
"4201","New Providence Island",NULL,NULL
"42010001","Sand Chute","25 00.76","-77 33.59"
"42010002","James Bond Shipwreck","25 00.76","-77 33.50"
"42010003","Bahama Mama Wreck and Wall","24 58.83","-77 32.04"
"42010004","Schoolhouse","24 58.83","-77 30.14"
"42010005","Wreck on the Wall (Dan's Drop Off)","25 00.30","-77 33.27"
"42010006","Propeller Wreck","25 01.20","-77 33.06"
"42010007","Will Laurie Wreck","25 00.98","-77 34.20"
"42010008","The Arena",NULL,NULL
"42010009","Black Coral Forest",NULL,NULL
"42010010","Karen's Reef",NULL,NULL
"42010011","Cessna Wreck and Wall","25 00.15","-77 32.65"
"42010012","Goulding Cay (Hollywood Bowl)","25 01.03","-77 34.25"
"42010013","Fish Bowl (Pumpkin Patch)","24 58.48","-77 31.11"
"42010014","Razorback Reef","24 54.64","-77 31.53"
"42010015","Ridge and Sea Viking Wreck (aka Mike's Reef)","24 58.24","-77 32.05"
"42010016","Southwest Reef",NULL,NULL
"42010017","Shark Wall",NULL,NULL
"42010018","Pumpkin Patch","24 58.46","-77 32.10"
"42010019","Tunnel Wall","25 02.43","-77 33.17"
"42010021","Clifton Wall","25 00.18","-77 33.02"
"42010022","Antonique Wreck","25 00.41","-77 33.42"
"42010023","Tongue of the Ocean",NULL,NULL
"42010024","Periwinkle Reef/Barracuda Reef","25 03.64","-77 11.00"
"42010025","Last Call Pilings/Nassau Harbor Club","25 04.51","-77 18.75"
"42010026","Blue Hole Bahamas, Yellow Banks","25 01.62","-77 08.56"
"42010027","Porpoise Pen Wall","25 00.15","-77 32.66"
"42010028","Lampton Wall","25 02.38","-77 33.23"
