"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","SUBREGION_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","MPA_NR","PROT","STRAT","REGION","ZONE_NR","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"49837","2012062U",2013,7,24,1,25.776333,-80.1007,8.5,9.9,2056708,"RGSH",13,123,"LAC MAXI",30,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"50268","2012062U",2013,7,24,2,25.77675,-80.100683,8.5,9.9,2056052,"RGSH",13,123,"LAC MAXI",20,0.5,2,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"51159","2012063U",2013,8,15,1,26.2279,-80.082683,5.6,9.9,1400737,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"51330","2012063U",2013,8,15,2,26.228217,-80.0827,5.3,9.6,1400081,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"52342","2012064U",2013,10,9,2,26.169,-80.088633,5.3,7.6,1486006,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"52493","2012064U",2013,10,9,1,26.169483,-80.088783,5,4.6,1485350,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"53104","2012065H",2013,8,8,2,26.16405,-80.0945,6.3,9.9,1493210,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"53468","2012065U",2013,8,8,1,26.164433,-80.093967,7,9.1,1492555,"PTCH",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"54113","2012066H",2013,8,8,2,26.15995,-80.089817,5.5,10.7,1499124,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR1","SEFCRI",NA,NA,NA,0
"54492","2012066U",2013,8,8,1,26.159983,-80.090283,2.7,9.1,1499123,"RGSH",13,123,"LAC MAXI",25,1,2,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"54587","2012066U",2013,8,8,1,26.159983,-80.090283,2.7,9.1,1499123,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"54874","2012067H",2013,8,8,2,26.125917,-80.09455,4.4,8.4,1548971,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"55294","2012067U",2013,8,8,1,26.126383,-80.0941,7,9.1,1548316,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"56046","2012068U",2013,7,13,2,26.061267,-80.10595,5.8,7.6,1642757,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"56168","2012068U",2013,7,13,1,26.060817,-80.106083,6.4,9.1,1643413,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"56511","2012069U",2013,8,21,2,25.91395,-80.106183,7.6,6.9,1856615,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"56590","2012069U",2013,8,21,1,25.914,-80.105583,8.7,6.9,1856616,"RGSH",13,123,"LAC MAXI",20,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"57140","2012069U",2013,8,21,1,25.914,-80.105583,8.7,6.9,1856616,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"57398","2012070U",2013,8,9,2,26.212033,-80.079583,13,12.2,1423703,"PTCH",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"57449","2012070U",2013,8,9,1,26.211217,-80.0802,12.8,12.2,1424358,"PTCH",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"58273","2012071U",2013,9,18,2,26.189417,-80.081117,13.1,10.7,1456501,"LIRM",13,123,"LAC MAXI",25,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"58294","2012071U",2013,9,18,1,26.189083,-80.080833,14.3,9.9,1457157,"LIRM",13,123,"LAC MAXI",23,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"58317","2012071U",2013,9,18,2,26.189417,-80.081117,13.1,10.7,1456501,"LIRM",13,123,"LAC MAXI",32,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"58363","2012071U",2013,9,18,1,26.189083,-80.080833,14.3,9.9,1457157,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"58378","2012071U",2013,9,18,2,26.189417,-80.081117,13.1,10.7,1456501,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"59237","2012072U",2013,9,20,1,26.174717,-80.086583,9,6.1,1477482,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"59250","2012072U",2013,9,20,2,26.175233,-80.086333,7.8,6.9,1476827,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"60106","2012073U",2013,10,5,2,26.128,-80.0846,16.6,9.1,1545711,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"60182","2012073U",2013,10,5,1,26.128417,-80.0844,17.5,9.6,1545055,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"61021","2012074U",2013,10,5,2,26.119333,-80.0854,17.7,11.4,1558173,"LIRM",13,123,"LAC MAXI",30,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"61061","2012074U",2013,10,5,2,26.119333,-80.0854,17.7,11.4,1558173,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"61092","2012074U",2013,10,5,1,26.12,-80.0852,18.1,10.7,1557518,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"62012","2012075U",2013,8,8,1,26.112467,-80.092717,9.5,12.2,1567999,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"62013","2012075U",2013,8,8,2,26.11235,-80.09215,11.1,8.4,1568656,"LIRI",13,123,"LAC MAXI",33,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"62036","2012075U",2013,8,8,2,26.11235,-80.09215,11.1,8.4,1568656,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"62906","2012076U",2013,10,3,2,26.101867,-80.0933,11,8.8,1583742,"LIRI",13,123,"LAC MAXI",20,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"62986","2012076U",2013,10,3,2,26.101867,-80.0933,11,8.8,1583742,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"63231","2012076U",2013,10,3,1,26.1014,-80.0938,9.8,7.6,1584397,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"64190","2012077U",2013,10,3,2,26.091383,-80.0947,11.7,9.5,1598827,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"64191","2012077U",2013,10,3,1,26.092017,-80.0949,11.7,9.5,1598171,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"65016","2012078U",2013,8,7,2,26.083867,-80.093967,13.6,10.7,1609981,"CPSH",13,123,"LAC MAXI",15,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"65155","2012078U",2013,8,7,1,26.083433,-80.093917,12.5,12.2,1610637,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"65277","2012078U",2013,8,7,2,26.083867,-80.093967,13.6,10.7,1609981,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"65867","2012079U",2013,8,7,1,26.05755,-80.097233,10.4,12.2,1648023,"LIRI",13,123,"LAC MAXI",24,0.5,2,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"65909","2012079U",2013,8,7,2,26.056967,-80.097583,10.1,13.7,1648678,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"66156","2012079U",2013,8,7,1,26.05755,-80.097233,10.4,12.2,1648023,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"66980","2012080U",2013,8,7,2,26.043683,-80.0948,11.7,12.2,1668364,"LIRM",13,123,"LAC MAXI",31,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"66991","2012080U",2013,8,7,2,26.043683,-80.0948,11.7,12.2,1668364,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"67064","2012080U",2013,8,7,2,26.043683,-80.0948,11.7,12.2,1668364,"LIRM",13,123,"LAC MAXI",28,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"67070","2012080U",2013,8,7,1,26.04425,-80.094717,12.2,15.2,1667708,"LIRM",13,123,"LAC MAXI",17,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"67086","2012080U",2013,8,7,1,26.04425,-80.094717,12.2,15.2,1667708,"LIRM",13,123,"LAC MAXI",16,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"67129","2012080U",2013,8,7,1,26.04425,-80.094717,12.2,15.2,1667708,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"68078","2012081U",2013,8,7,2,26.0432,-80.099767,8.4,10.7,1669010,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"68173","2012081U",2013,8,7,1,26.043333,-80.100367,8.4,10.7,1669009,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"68523","2012082U",2013,8,1,1,26.035567,-80.094667,11.5,10.2,1680172,"LIRM",13,123,"LAC MAXI",24,0,3,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"68551","2012082U",2013,8,1,1,26.035567,-80.094667,11.5,10.2,1680172,"LIRM",13,123,"LAC MAXI",35,0.333,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"68577","2012082U",2013,8,1,1,26.035567,-80.094667,11.5,10.2,1680172,"LIRM",13,123,"LAC MAXI",32,0.333,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"69035","2012083U",2013,9,26,1,26.020533,-80.095967,11.7,9.1,1701818,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"69308","2012084U",2013,9,26,1,26.012633,-80.099717,10.6,9.1,1713618,"LIRI",13,123,"LAC MAXI",24,0.333,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"69312","2012084U",2013,9,26,1,26.012633,-80.099717,10.6,9.1,1713618,"LIRI",13,123,"LAC MAXI",23,0.333,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"69322","2012084U",2013,9,26,1,26.012633,-80.099717,10.6,9.1,1713618,"LIRI",13,123,"LAC MAXI",18,0.333,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"69380","2012084U",2013,9,26,1,26.012633,-80.099717,10.6,9.1,1713618,"LIRI",13,123,"LAC MAXI",20,0.333,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"69391","2012084U",2013,9,26,1,26.012633,-80.099717,10.6,9.1,1713618,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"69847","2012085U",2013,9,4,1,26.009967,-80.096183,15.1,6.9,1716905,"LIRM",13,123,"LAC MAXI",18,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"69849","2012085U",2013,9,4,1,26.009967,-80.096183,15.1,6.9,1716905,"LIRM",13,123,"LAC MAXI",15,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"69910","2012085U",2013,9,4,2,26.010417,-80.0957,17.7,6.9,1716250,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"69982","2012085U",2013,9,4,1,26.009967,-80.096183,15.1,6.9,1716905,"LIRM",13,123,"LAC MAXI",22,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"70774","2012086U",2013,10,10,2,26.008983,-80.096517,13.1,5.8,1718873,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"70815","2012086U",2013,10,10,1,26.01005,-80.096283,14.2,6.9,1716905,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"71575","2012087H",2013,10,5,2,25.999133,-80.09755,13.1,7.6,1733303,"LIRM",13,123,"LAC MAXI",27,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"71585","2012087H",2013,10,5,2,25.999133,-80.09755,13.1,7.6,1733303,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,0
"71590","2012087H",2013,10,5,2,25.999133,-80.09755,13.1,7.6,1733303,"LIRM",13,123,"LAC MAXI",25,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"71598","2012087H",2013,10,5,2,25.999133,-80.09755,13.1,7.6,1733303,"LIRM",13,123,"LAC MAXI",20,0.5,1,0,0,"MIDR1","SEFCRI",NA,NA,NA,1
"72125","2012087U",2013,10,5,1,25.999383,-80.0979,11.9,6.9,1732646,"LIRM",13,123,"LAC MAXI",16.5,0.75,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"72127","2012087U",2013,10,5,1,25.999383,-80.0979,11.9,6.9,1732646,"LIRM",13,123,"LAC MAXI",27.5,0.75,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"72153","2012087U",2013,10,5,1,25.999383,-80.0979,11.9,6.9,1732646,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"72168","2012087U",2013,10,5,1,25.999383,-80.0979,11.9,6.9,1732646,"LIRM",13,123,"LAC MAXI",16,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"72194","2012087U",2013,10,5,1,25.999383,-80.0979,11.9,6.9,1732646,"LIRM",13,123,"LAC MAXI",17,2.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,3
"72272","2012087U",2013,10,5,1,25.999383,-80.0979,11.9,6.9,1732646,"LIRM",13,123,"LAC MAXI",38,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"72929","2012088U",2013,9,26,1,25.995483,-80.098433,11,7.6,1738549,"LIRM",13,123,"LAC MAXI",19,0.333,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"72984","2012088U",2013,9,26,1,25.995483,-80.098433,11,7.6,1738549,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"73297","2012089U",2013,9,11,2,25.9819,-80.100617,10.1,9.9,1758225,"LIRI",13,123,"LAC MAXI",27,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"73322","2012089U",2013,9,11,1,25.98165,-80.100467,9.8,5.3,1758225,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"73364","2012089U",2013,9,11,1,25.98165,-80.100467,9.8,5.3,1758225,"LIRI",13,123,"LAC MAXI",18,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"73407","2012089U",2013,9,11,2,25.9819,-80.100617,10.1,9.9,1758225,"LIRI",13,123,"LAC MAXI",18,1,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"73488","2012089U",2013,9,11,2,25.9819,-80.100617,10.1,9.9,1758225,"LIRI",13,123,"LAC MAXI",24,1,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"74308","2012090U",2013,9,11,2,25.9806,-80.1005,10.7,9.1,1760193,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"74345","2012090U",2013,9,11,1,25.981,-80.100333,9.6,5.3,1759538,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"74361","2012090U",2013,9,11,2,25.9806,-80.1005,10.7,9.1,1760193,"LIRI",13,123,"LAC MAXI",26,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"74444","2012090U",2013,9,11,2,25.9806,-80.1005,10.7,9.1,1760193,"LIRI",13,123,"LAC MAXI",30,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"75147","2012091U",2013,9,11,2,25.979317,-80.095117,15.5,6.1,1761516,"LIRM",13,123,"LAC MAXI",21,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"75162","2012091U",2013,9,11,1,25.978967,-80.095633,13.9,4.6,1762171,"LIRM",13,123,"LAC MAXI",31,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"75201","2012091U",2013,9,11,2,25.979317,-80.095117,15.5,6.1,1761516,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"75217","2012091U",2013,9,11,1,25.978967,-80.095633,13.9,4.6,1762171,"LIRM",13,123,"LAC MAXI",25,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"75297","2012091U",2013,9,11,1,25.978967,-80.095633,13.9,4.6,1762171,"LIRM",13,123,"LAC MAXI",12,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76234","2012092U",2013,10,5,1,25.970417,-80.094117,17.2,9.1,1774638,"LIRM",13,123,"LAC MAXI",14,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76308","2012092U",2013,10,5,1,25.970417,-80.094117,17.2,9.1,1774638,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"76602","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",12,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76633","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",14,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76666","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",25,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76690","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",16,1.125,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,2
"76723","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",22.5,0.875,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76725","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",21,0.25,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76726","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",24,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"76738","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",20,2.75,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,3
"76763","2012092U",2013,10,5,2,25.9698,-80.094067,17.2,6.1,1775294,"LIRM",13,123,"LAC MAXI",18,1.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,2
"77517","2012093U",2013,9,11,2,25.964833,-80.096817,13.1,6.9,1782505,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"77523","2012093U",2013,9,11,1,25.96485,-80.09635,13.4,4.6,1782506,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"77568","2012093U",2013,9,11,1,25.96485,-80.09635,13.4,4.6,1782506,"LIRM",13,123,"LAC MAXI",19,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"77577","2012093U",2013,9,11,1,25.96485,-80.09635,13.4,4.6,1782506,"LIRM",13,123,"LAC MAXI",14,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"77936","2012094H",2013,10,5,2,25.960883,-80.098183,13.3,6.9,1788406,"CPDP",13,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"78382","2012094U",2013,10,5,1,25.960767,-80.098683,12.3,8.3,1789061,"PTCH",13,123,"LAC MAXI",16,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"78400","2012094U",2013,10,5,1,25.960767,-80.098683,12.3,8.3,1789061,"PTCH",13,123,"LAC MAXI",18,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"78513","2012094U",2013,10,5,1,25.960767,-80.098683,12.3,8.3,1789061,"PTCH",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"79306","2012095U",2013,10,8,2,25.952067,-80.102967,7.6,9.1,1801517,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"79387","2012095U",2013,10,8,1,25.95145,-80.102867,7.9,10.7,1802173,"LIRI",13,123,"LAC MAXI",20,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"79467","2012095U",2013,10,8,1,25.95145,-80.102867,7.9,10.7,1802173,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"80347","2012096U",2013,8,22,2,25.929683,-80.093033,16,11.4,1833681,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"80371","2012096U",2013,8,22,2,25.929683,-80.093033,16,11.4,1833681,"LIRM",13,123,"LAC MAXI",22,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"80417","2012096U",2013,8,22,1,25.9298,-80.0934,16.3,6.9,1833680,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"81277","2012097U",2013,8,21,1,25.908983,-80.095783,14.8,6.9,1863852,"LIRM",13,123,"LAC MAXI",23,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81302","2012097U",2013,8,21,1,25.908983,-80.095783,14.8,6.9,1863852,"LIRM",13,123,"LAC MAXI",25,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81353","2012097U",2013,8,21,2,25.90855,-80.095767,16,9.9,1864508,"LIRM",13,123,"LAC MAXI",22,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81356","2012097U",2013,8,21,1,25.908983,-80.095783,14.8,6.9,1863852,"LIRM",13,123,"LAC MAXI",31,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81362","2012097U",2013,8,21,1,25.908983,-80.095783,14.8,6.9,1863852,"LIRM",13,123,"LAC MAXI",14,1.875,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,2
"81370","2012097U",2013,8,21,2,25.90855,-80.095767,16,9.9,1864508,"LIRM",13,123,"LAC MAXI",17,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81385","2012097U",2013,8,21,2,25.90855,-80.095767,16,9.9,1864508,"LIRM",13,123,"LAC MAXI",15,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81397","2012097U",2013,8,21,2,25.90855,-80.095767,16,9.9,1864508,"LIRM",13,123,"LAC MAXI",20,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"81402","2012097U",2013,8,21,1,25.908983,-80.095783,14.8,6.9,1863852,"LIRM",13,123,"LAC MAXI",19.5,0.125,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"82348","2012098U",2013,8,21,2,25.906233,-80.10375,9.4,9.1,1867772,"PTCH",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"82351","2012098U",2013,8,21,1,25.906567,-80.103883,9.1,6.9,1867772,"PTCH",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"83175","2012099U",2013,7,20,2,25.871717,-80.105467,6.1,7.6,1918281,"LIRI",13,123,"LAC MAXI",30,0,3,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"83199","2012099U",2013,7,20,1,25.871283,-80.105817,6.7,7.6,1918936,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"83882","2012100U",2013,10,31,2,25.854117,-80.092183,15.2,9.1,1943892,"LIRM",13,123,"LAC MAXI",0,0,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"84060","2012100U",2013,10,31,1,25.854,-80.092067,17.7,7.6,1943892,"LIRM",13,123,"LAC MAXI",22,0,3,0,0,"MIDR0","SEFCRI",NA,NA,NA,0
"84733","2012101U",2013,9,28,2,25.833017,-80.1003,10.2,4.6,1974052,"LIRI",13,123,"LAC MAXI",22,0.5,1,0,0,"INNR0","SEFCRI",NA,NA,NA,1
"84842","2012101U",2013,9,28,2,25.833017,-80.1003,10.2,4.6,1974052,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"84856","2012101U",2013,9,28,1,25.833267,-80.10025,10.7,5.3,1974052,"LIRI",13,123,"LAC MAXI",0,0,1,0,0,"INNR0","SEFCRI",NA,NA,NA,0
"85563","2012102U",2013,10,17,2,25.8264,-80.0912,16.9,8.4,1983910,"LIRM",13,123,"LAC MAXI",30,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"85607","2012102U",2013,10,17,2,25.8264,-80.0912,16.9,8.4,1983910,"LIRM",13,123,"LAC MAXI",24,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"85687","2012102U",2013,10,17,1,25.826367,-80.090917,17.1,9.1,1983911,"LIRM",13,123,"LAC MAXI",12,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"85751","2012102U",2013,10,17,2,25.8264,-80.0912,16.9,8.4,1983910,"LIRM",13,123,"LAC MAXI",18,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"85790","2012102U",2013,10,17,1,25.826367,-80.090917,17.1,9.1,1983911,"LIRM",13,123,"LAC MAXI",10,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"85792","2012102U",2013,10,17,2,25.8264,-80.0912,16.9,8.4,1983910,"LIRM",13,123,"LAC MAXI",11,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
