"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","batch","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","habitat","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy","habitat2"
"934752",12332,130,1,"1040553",1040563,269,"TWA",34030011,38,0,3403,3,"NULL","oind9603.dat",269,"N",1,34030011,3403,3,0,0,"1995-11-19",77,77,60,16,3,"4","NULL",2,9,1995,11,19,1,0,2,1,"3403001119111995","mixed"
"73",12333,130,0,"1040581",1040591,4090,"TWA",34030011,53,0,3403,3,"NULL","oind9603.dat",4090,"N",1,34030011,3403,3,0,0,"1995-11-19",77,77,60,16,3,"4","NULL",2,1,1995,11,19,0,0,1,0,"3403001119111995","mixed"
"74",12334,130,0,"1041002",1041012,269,"TWA",34030013,53,0,3403,3,"NULL","oind9603.dat",269,"N",1,34030013,3403,3,0,0,"1995-11-20",77,77,60,14,4,"4","NULL",2,9,1995,11,20,0,0,1,0,"3403001320111995","mixed"
"935285",12335,130,2,"1041086",1041096,4090,"TWA",34030013,38,0,3403,3,"NULL","oind9603.dat",4090,"N",1,34030013,3403,3,0,0,"1995-11-20",77,77,60,14,4,"4","NULL",2,9,1995,11,20,1,0,3,2,"3403001320111995","mixed"
"75",12336,130,0,"1039821",1039831,269,"TWA",34030003,53,0,3403,3,"NULL","oind9603.dat",269,"N",1,34030003,3403,3,0,0,"1995-11-20",77,77,45,15,3,"4","NULL",2,1,1995,11,20,0,0,1,0,"3403000320111995","mixed"
"76",12337,130,0,"1039886",1039896,4090,"TWA",34030003,53,0,3403,3,"NULL","oind9603.dat",4090,"N",1,34030003,3403,3,0,0,"1995-11-20",77,77,45,15,3,"4","NULL",2,1,1995,11,20,0,0,1,0,"3403000320111995","mixed"
"934849",12338,130,2,"1040650",1040660,269,"TWA",34030011,38,0,3403,3,"NULL","oind9603.dat",269,"N",1,34030011,3403,3,0,0,"1995-11-21",77,77,60,14,4,"5","NULL",2,9,1995,11,21,1,0,3,2,"3403001121111995","mixed"
"934907",12339,130,2,"1040708",1040718,4090,"TWA",34030011,38,0,3403,3,"NULL","oind9603.dat",4090,"N",1,34030011,3403,3,0,0,"1995-11-21",77,77,60,14,4,"5","NULL",2,9,1995,11,21,1,0,3,2,"3403001121111995","mixed"
"934306",12340,130,2,"1040107",1040117,269,"TWA",34030008,38,0,3403,3,"NULL","oind9603.dat",269,"N",1,34030008,3403,3,0,0,"1995-11-21",77,77,65,16,3,"4","NULL",2,2,1995,11,21,1,0,3,2,"3403000821111995","highreef"
"934362",12341,130,2,"1040163",1040173,4090,"TWA",34030008,38,0,3403,3,"NULL","oind9603.dat",4090,"N",1,34030008,3403,3,0,0,"1995-11-21",77,77,65,16,3,"4","NULL",2,2,1995,11,21,1,0,3,2,"3403000821111995","highreef"
"385965",12750,130,2,"421900",421902,3346,"TWA",34030013,38,0,3403,3,"NULL","oind9609.dat",3346,"N",1,34030013,3403,3,0,0,"1995-01-27",70,70,45,11,4,"3","NULL",1,1,1995,1,27,1,0,3,2,"baseline","mixed"
"386288",12753,130,2,"422223",422225,3346,"TWA",34030014,38,0,3403,3,"NULL","oind9609.dat",3346,"N",1,34030014,3403,3,0,0,"1995-01-27",70,70,53,9,4,"3","NULL",1,9,1995,1,27,1,0,3,2,"baseline","mixed"
"384397",12754,130,1,"420217",420219,3346,"TWA",34030003,38,0,3403,3,"NULL","oind9609.dat",3346,"N",1,34030003,3403,3,0,0,"1995-01-29",70,68,40,11,4,"3","NULL",1,1,1995,1,29,1,0,2,1,"baseline","mixed"
"78",12945,130,0,"276700",276701,3110,"TWA",33010000,53,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-05",83,83,60,10,3,"0","NULL",1,0,1997,7,5,0,0,1,0,"33010000571997","mixed"
"79",12966,130,0,"276862",276863,3110,"TWA",33010000,53,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-09",84,84,60,13,2,"0","NULL",1,0,1997,7,9,0,0,1,0,"baseline","mixed"
"80",12967,130,0,"276820",276821,3110,"TWA",33010000,53,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-08",83,83,60,12,2,"0","NULL",1,0,1997,7,8,0,0,1,0,"baseline","mixed"
"253537",12968,130,1,"276799",276800,3110,"TWA",33010000,38,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-07",81,81,45,11,2,"0","NULL",1,0,1997,7,7,1,0,2,1,"baseline","mixed"
"102613",12991,130,1,"108216",108216,3110,"TWA",33010000,38,0,3301,3,"NULL","oind9711.dat",3110,"N",1,33010000,3301,3,0,-0.0017,"1997-07-21",83,83,60,11,2,"0","NULL",1,0,1997,7,21,1,0,2,1,"baseline","mixed"
"81",12993,130,0,"108241",108241,3110,"TWA",33010000,53,0,3301,3,"NULL","oind9711.dat",3110,"N",1,33010000,3301,3,0,0,"1997-09-16",85,85,60,9,2,"0","NULL",1,0,1997,9,16,0,0,1,0,"baseline","mixed"
"82",13010,130,0,"276743",276744,3110,"TWA",33010000,66,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-06",82,82,60,11,3,"0","NULL",1,0,1997,7,6,0,0,1,0,"baseline","mixed"
"83",13018,130,0,"276905",276906,3110,"TWA",33010000,53,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-10",83,83,30,14,1,"0","NULL",2,0,1997,7,10,0,0,1,0,"baseline","mixed"
"253696",13019,130,1,"276958",276959,3110,"TWA",33010000,38,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-11",84,84,60,14,3,"0","NULL",1,0,1997,7,11,1,0,2,1,"baseline","mixed"
"84",13020,130,0,"276983",276984,3110,"TWA",33010000,53,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-12",84,84,60,15,3,"0","NULL",1,0,1997,7,12,0,0,1,0,"baseline","mixed"
"253775",13021,130,1,"277037",277038,3110,"TWA",33010000,38,0,3301,3,"NULL","oind9707.dat",3110,"N",1,33010000,3301,3,0,0,"1997-07-14",85,85,60,16,2,"0","NULL",1,0,1997,7,14,1,0,2,1,"baseline","mixed"
"85",13326,130,0,"417472",417474,3217,"TWA",33010000,82,0,3301,3,"NULL","oind9609.dat",3217,"N",1,33010000,3301,3,0,0,"1996-05-03",78,78,70,10,2,"2","NULL",1,2,1996,5,3,0,0,1,0,"baseline","highreef"
"381341",13329,130,1,"416969",416971,3217,"TWA",33010122,38,0,3301,3,"NULL","oind9609.dat",3217,"N",1,33010122,3301,3,0,0,"1995-03-18",75,75,40,14,4,"7","NULL",2,9,1995,3,18,1,0,2,1,"baseline","mixed"
"381823",13333,130,1,"417451",417453,3217,"TWA",33010000,38,0,3301,3,"NULL","oind9609.dat",3217,"N",1,33010000,3301,3,0,0,"1995-10-12",82,82,60,10,2,"2","NULL",2,2,1995,10,12,1,0,2,1,"baseline","highreef"
"255006",13338,130,2,"278268",278269,3611,"TWA",34030016,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030016,3403,3,0,0,"1995-01-01",0,0,41,14,3,"3","NULL",1,7,1995,1,1,1,1,3,2,"baseline","mixed"
"86",13339,130,0,"277474",277475,3611,"TWA",34030003,53,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030003,3403,3,0,0,"1995-01-01",0,0,45,15,3,"3","NULL",1,1,1995,1,1,0,1,1,0,"baseline","mixed"
"87",13343,130,0,"277901",277902,3611,"TWA",34030008,53,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030008,3403,3,0,0,"1995-02-04",0,0,50,10,3,"3","NULL",2,1,1995,2,4,0,1,1,0,"baseline","mixed"
"88",13445,130,0,"1072756",1072766,720,"TWA",33010038,53,0,3301,3,"NULL","oind9808.dat",720,"N",1,33010038,3301,3,26.2983,-80.0667,"1998-05-28",81,80,40,12,3,"5","NULL",2,2,1998,5,28,0,0,1,0,"baseline","highreef"
"89",13452,130,0,"1072692",1072702,720,"TWA",33010009,53,0,3301,3,"NULL","oind9808.dat",720,"N",1,33010009,3301,3,0,0,"1998-05-21",80,79,35,12,2,"6","NULL",2,1,1998,5,21,0,0,1,0,"baseline","mixed"
"90",13740,130,0,"278290",278291,8536,"TWA",34030017,53,0,3403,3,"NULL","oind9707.dat",8536,"N",1,34030017,3403,3,0,0,"1997-07-01",0,0,63,11,3,"3","NULL",2,1,1997,7,1,0,0,1,0,"34030017171997","mixed"
"91",13741,130,0,"277349",277350,8536,"TWA",34030001,53,0,3403,3,"NULL","oind9707.dat",8536,"N",1,34030001,3403,3,0,0,"1997-07-01",0,0,69,9,3,"3","NULL",2,1,1997,7,1,0,0,1,0,"34030001171997","mixed"
"254352",13841,130,2,"277614",277615,8536,"TWA",34030005,38,0,3403,3,"NULL","oind9707.dat",8536,"N",1,34030005,3403,3,0,0,"1997-06-29",0,0,51,10,3,"3","NULL",2,1,1997,6,29,1,0,3,2,"340300052961997","mixed"
"255218",13843,130,2,"278480",278481,8536,"TWA",34030018,38,0,3403,3,"NULL","oind9707.dat",8536,"N",1,34030018,3403,3,0,0,"1997-06-28",0,0,57,10,3,"3","NULL",2,1,1997,6,28,1,0,3,2,"baseline","mixed"
"92",13897,130,0,"417386",417388,2948,"TWA",33010000,53,0,3301,3,"NULL","oind9609.dat",2948,"N",1,33010000,3301,3,0,0,"1995-05-21",0,0,65,11,4,"0","NULL",2,9,1995,5,21,0,0,1,0,"baseline","mixed"
"255172",14086,130,2,"278434",278435,3611,"TWA",34030018,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030018,3403,3,0,0,"1994-11-02",0,0,57,16,3,"3","NULL",1,1,1994,11,2,1,1,3,2,"340300182111994","mixed"
"254957",14087,130,2,"278219",278220,3611,"TWA",34030016,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030016,3403,3,0,0,"1994-11-08",0,0,60,11,3,"3","NULL",2,1,1994,11,8,1,1,3,2,"340300168111994","mixed"
"255325",14088,130,1,"278587",278588,3611,"TWA",34030031,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030031,3403,3,0,0,"1994-11-08",0,0,35,14,3,"5","NULL",2,1,1994,11,8,1,1,2,1,"baseline","mixed"
"254056",14089,130,1,"277318",277319,3611,"TWA",34030001,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030001,3403,3,0,0,"1994-11-08",0,0,65,15,3,"3","NULL",1,1,1994,11,8,1,1,2,1,"340300018111994","mixed"
"254538",14093,130,2,"277800",277801,3611,"TWA",34030007,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030007,3403,3,0,0,"1994-10-20",0,0,55,17,4,"3","NULL",2,1,1994,10,20,1,1,3,2,"baseline","mixed"
"254478",14094,130,1,"277740",277741,3611,"TWA",34030006,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030006,3403,3,0,0,"1994-10-27",0,0,51,15,4,"3","NULL",1,1,1994,10,27,1,1,2,1,"baseline","mixed"
"254683",14095,130,1,"277945",277946,3611,"TWA",34030010,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030010,3403,3,0,0,"1994-10-27",0,0,70,10,4,"3","NULL",1,1,1994,10,27,1,1,2,1,"baseline","mixed"
"255272",14096,130,2,"278534",278535,3611,"TWA",34030028,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030028,3403,3,0,0,"1994-10-27",0,0,56,11,5,"2","NULL",1,1,1994,10,27,1,1,3,2,"3403002827101994","mixed"
"254305",14097,130,2,"277567",277568,3611,"TWA",34030005,38,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030005,3403,3,0,0,"1994-11-02",0,0,60,15,4,"4","NULL",2,1,1994,11,2,1,1,3,2,"340300052111994","mixed"
"254891",14224,130,2,"278153",278154,14,"TWA",34030014,38,0,3403,3,"NULL","oind9707.dat",14,"N",1,34030014,3403,3,0,0,"1997-07-12",85,85,60,11,2,"3","NULL",2,9,1997,7,12,1,0,3,2,"baseline","mixed"
"93",14254,130,0,"422956",422958,4223,"TWA",34030028,53,0,3403,3,"NULL","oind9609.dat",4223,"N",1,34030028,3403,3,0,0,"1994-10-08",0,0,50,14,3,"2","NULL",2,1,1994,10,8,0,0,1,0,"baseline","mixed"
"939532",14485,130,1,"1048261",1048271,4040,"TWA",34040002,38,0,3404,3,"NULL","isla9408.dat",4040,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",87,85,60,14,2,"3","NULL",2,2,1994,8,1,1,0,2,1,"34040002181994","highreef"
"96",14486,130,0,"1047915",1047925,3574,"TWA",34040002,66,0,3404,3,"NULL","isla9408.dat",3574,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",85,85,60,14,3,"3","NULL",2,5,1994,8,1,0,0,1,0,"34040002181994","dropoff"
"97",14487,130,0,"1048117",1048127,4035,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4035,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",87,85,80,14,3,"2","NULL",2,5,1994,8,1,0,0,1,0,"34040002181994","dropoff"
"98",14488,130,0,"1048145",1048155,4036,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4036,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",87,85,60,14,3,"2","NULL",2,2,1994,8,1,0,0,1,0,"34040002181994","highreef"
"99",14489,130,0,"1048161",1048171,4037,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4037,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",86,84,80,14,3,"2","NULL",2,5,1994,8,1,0,0,1,0,"34040002181994","dropoff"
"100",14492,130,0,"1048222",1048232,4039,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4039,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",85,85,57,14,3,"2","NULL",2,2,1994,8,1,0,0,1,0,"34040002181994","highreef"
"101",14493,130,0,"1047978",1047988,4028,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4028,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",86,84,62,14,2,"2","NULL",1,2,1994,8,1,0,0,1,0,"34040002181994","highreef"
"939288",14494,130,1,"1048017",1048027,4029,"TWA",34040002,38,0,3404,3,"NULL","isla9408.dat",4029,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",86,86,56,14,3,"3","NULL",1,2,1994,8,1,1,0,2,1,"34040002181994","highreef"
"102",14495,130,0,"422825",422827,4030,"TWA",34030023,53,0,3403,3,"NULL","oind9609.dat",4030,"N",1,34030023,3403,3,0,0,"1995-01-01",77,73,50,9,3,"3","NULL",2,1,1995,1,1,0,0,1,0,"34030023111995","mixed"
"103",14496,130,0,"1048719",1048729,4031,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4031,"N",1,34040002,3404,3,24.85,-80.6258,"1994-08-01",85,84,75,16,2,"3","NULL",1,2,1994,8,1,0,0,1,0,"34040002181994","highreef"
"104",14497,130,0,"1047876",1047886,3483,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",3483,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",85,85,66,14,3,"3","NULL",2,5,1994,8,1,0,0,1,0,"34040002181994","dropoff"
"105",14500,130,0,"1048084",1048094,4034,"TWA",34040002,53,0,3404,3,"NULL","isla9408.dat",4034,"N",1,34040002,3404,3,24.855,-80.6217,"1994-08-01",86,84,73,14,3,"3","NULL",1,5,1994,8,1,0,0,1,0,"34040002181994","dropoff"
"106",14729,130,0,"1115",1115,3862,"TWA",34080001,53,0,3408,3,"NULL","kwst9407.dat",3862,"N",1,34080001,3408,3,24.473,-81.681,"1994-07-18",86,84,40,14,3,"2","NULL",2,1,1994,7,18,0,0,1,0,"340800011871994","mixed"
"108",15047,130,0,"933242",933251,3308,"TWA",34050001,53,0,3405,3,"NULL","mara9408.dat",3308,"N",1,34050001,3405,3,0,0,"1994-08-15",86,84,49,14,2,"2","NULL",2,1,1994,8,15,0,0,1,0,"340500011581994","mixed"
"109",15058,130,0,"933613",933622,3308,"TWA",34050001,53,0,3405,3,"NULL","mara9408.dat",3308,"N",1,34050001,3405,3,0,0,"1994-08-15",86,84,37,16,2,"2","NULL",2,2,1994,8,15,0,0,1,0,"340500011581994","highreef"
"110",15098,130,0,"420911",420913,3134,"TWA",34030009,53,0,3403,3,"NULL","oind9609.dat",3134,"N",1,34030009,3403,3,0,0,"1994-07-25",86,83,58,10,3,"3","NULL",1,1,1994,7,25,0,0,1,0,"340300092571994","mixed"
"111",15099,130,0,"424324",424326,3134,"TWA",34050001,53,0,3405,3,"NULL","oind9609.dat",3134,"N",1,34050001,3405,3,0,0,"1994-07-31",85,84,35,10,3,"3","NULL",1,1,1994,7,31,0,0,1,0,"baseline","mixed"
"935113",15217,130,2,"1040914",1040924,3099,"TWA",34030013,38,0,3403,3,"NULL","oind9603.dat",3099,"N",1,34030013,3403,3,0,0,"1994-07-15",84,84,63,11,4,"3","NULL",1,1,1994,7,15,1,0,3,2,"340300131571994","mixed"
"113",15422,130,0,"933170",933179,2953,"TWA",34050001,53,0,3405,3,"NULL","mara9408.dat",2953,"N",1,34050001,3405,3,0,0,"1994-08-15",86,84,46,14,2,"2","NULL",1,1,1994,8,15,0,0,1,0,"340500011581994","mixed"
"115",15552,130,0,"4213",4213,439,"TWA",34080004,53,0,3408,3,"NULL","kwst9407.dat",439,"N",1,34080004,3408,3,24.4478,-81.8742,"1994-07-19",86,86,60,16,2,"3","NULL",1,1,1994,7,19,0,0,1,0,"340800041971994","mixed"
"1842",15554,130,1,"2298",2298,439,"TWA",34080002,38,0,3408,3,"NULL","kwst9407.dat",439,"N",1,34080002,3408,3,24.4865,-81.6645,"1994-07-18",86,86,60,16,4,"3","NULL",1,1,1994,7,18,1,0,2,1,"340800021871994","mixed"
"116",15555,130,0,"890",890,439,"TWA",34080001,53,0,3408,3,"NULL","kwst9407.dat",439,"N",1,34080001,3408,3,24.473,-81.7143,"1994-07-18",86,86,60,14,4,"3","NULL",1,1,1994,7,18,0,0,1,0,"340800011871994","mixed"
"3071",15556,130,2,"3527",3527,439,"TWA",34080003,38,0,3408,3,"NULL","kwst9407.dat",439,"N",1,34080003,3408,3,24.449,-81.8563,"1994-07-19",86,84,60,14,2,"3","NULL",1,1,1994,7,19,1,0,3,2,"340800031971994","mixed"
"254824",15804,130,1,"278086",278087,14,"TWA",34030014,38,0,3403,3,"NULL","oind9707.dat",14,"N",1,34030014,3403,3,0,0,"1997-05-11",79,79,57,12,4,"3","NULL",1,9,1997,5,11,1,0,2,1,"baseline","mixed"
"304700",15895,130,2,"331274",331275,52,"TWA",34030011,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030011,3403,3,0,0,"1994-10-04",80,80,70,15,3,"3","NULL",1,9,1994,10,4,1,1,3,2,"baseline","mixed"
"117",15897,130,0,"330642",330643,52,"TWA",34030008,53,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030008,3403,3,0,0,"1994-10-04",82,82,65,14,3,"4","NULL",1,1,1994,10,4,0,1,1,0,"340300084101994","mixed"
"304775",15898,130,1,"331349",331350,52,"TWA",34030011,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030011,3403,3,0,0,"1994-10-11",82,82,60,14,3,"4","NULL",1,9,1994,10,11,1,1,2,1,"3403001111101994","mixed"
"304177",15899,130,1,"330751",330752,52,"TWA",34030008,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030008,3403,3,0,0,"1994-10-11",82,82,55,15,3,"4","NULL",2,2,1994,10,11,1,1,2,1,"3403000811101994","highreef"
"303820",15900,130,1,"330339",330340,52,"TWA",34030005,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030005,3403,3,0,0,"1994-11-02",80,80,60,14,3,"4","NULL",1,1,1994,11,2,1,1,2,1,"340300052111994","mixed"
"305188",15901,130,2,"331762",331763,52,"TWA",34030018,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030018,3403,3,0,0,"1994-11-02",80,80,65,16,2,"2","NULL",1,1,1994,11,2,1,1,3,2,"340300182111994","mixed"
"118",15903,130,0,"330424",330425,52,"TWA",34030005,54,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030005,3403,3,0,0,"1994-11-19",79,79,35,16,1,"3","NULL",1,1,1994,11,19,0,1,1,0,"3403000519111994","mixed"
"119",15904,130,0,"331871",331872,52,"TWA",34030022,53,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030022,3403,3,0,0,"1994-11-30",78,78,60,10,3,"3","NULL",1,1,1994,11,30,0,1,1,0,"baseline","mixed"
"303418",15905,130,1,"329937",329938,52,"TWA",34030002,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030002,3403,3,0,0,"1994-11-30",78,78,60,11,4,"3","NULL",1,1,1994,11,30,1,1,2,1,"baseline","mixed"
"120",15906,130,0,"329809",329810,52,"TWA",34030001,53,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030001,3403,3,0,0,"1994-11-01",81,81,65,19,4,"3","NULL",1,1,1994,11,1,0,1,1,0,"baseline","mixed"
"304915",15907,130,1,"331489",331490,52,"TWA",34030013,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030013,3403,3,0,0,"1994-10-03",82,82,60,14,3,"3","NULL",1,1,1994,10,3,1,1,2,1,"baseline","mixed"
"384723",15919,130,1,"420543",420545,3811,"TWA",34030006,38,0,3403,3,"NULL","oind9609.dat",3811,"N",1,34030006,3403,3,0,0,"1994-10-06",81,0,54,15,2,"2","NULL",1,1,1994,10,6,1,0,2,1,"baseline","mixed"
"121",15922,130,0,"420780",420782,2499,"TWA",34030008,53,0,3403,3,"NULL","oind9609.dat",2499,"N",1,34030008,3403,3,0,0,"1994-10-04",87,80,55,15,3,"5","NULL",1,1,1994,10,4,0,0,1,0,"340300084101994","mixed"
"139279",15924,130,1,"149755",149755,3099,"TWA",34030006,38,0,3403,3,"NULL","oind9801.dat",3099,"N",1,34030006,3403,3,0,0,"1994-10-20",0,0,64,15,4,"5","NULL",1,1,1994,10,20,1,0,2,1,"3403000620101994","mixed"
"305061",16144,130,1,"331635",331636,52,"TWA",34030017,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030017,3403,3,0,0,"1994-08-23",86,86,60,9,3,"2","NULL",1,1,1994,8,23,1,1,2,1,"baseline","mixed"
"303254",16145,130,1,"329773",329774,52,"TWA",34030001,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030001,3403,3,0,0,"1994-08-23",86,86,50,11,3,"2","NULL",1,1,1994,8,23,1,1,2,1,"baseline","mixed"
"122",16146,130,0,"330500",330501,52,"TWA",34030008,53,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030008,3403,3,0,0,"1994-08-24",85,85,30,14,3,"3","NULL",2,1,1994,8,24,0,1,1,0,"baseline","mixed"
"303689",16147,130,1,"330208",330209,52,"TWA",34030005,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030005,3403,3,0,0,"1994-08-31",84,84,50,14,3,"2","NULL",1,1,1994,8,31,1,1,2,1,"baseline","mixed"
"303761",16217,130,1,"330280",330281,52,"TWA",34030005,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030005,3403,3,0,0,"1994-09-12",82,82,60,9,3,"3","NULL",1,1,1994,9,12,1,1,2,1,"baseline","mixed"
"303560",16218,130,1,"330079",330080,52,"TWA",34030004,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030004,3403,3,0,0,"1994-09-12",82,82,55,11,3,"3","NULL",1,1,1994,9,12,1,1,2,1,"baseline","mixed"
"304623",16219,130,1,"331197",331198,52,"TWA",34030009,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030009,3403,3,0,0,"1994-09-14",82,82,55,11,2,"2","NULL",3,1,1994,9,14,1,1,2,1,"baseline","mixed"
"123",16220,130,0,"332031",332032,52,"TWA",34030030,53,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030030,3403,3,0,0,"1994-09-20",82,82,55,14,3,"2","NULL",1,2,1994,9,20,0,1,1,0,"baseline","highreef"
"304029",16221,130,1,"330603",330604,52,"TWA",34030008,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030008,3403,3,0,0,"1994-09-20",82,82,55,13,2,"3","NULL",2,1,1994,9,20,1,1,2,1,"baseline","mixed"
"124",16309,130,0,"519710",519716,944,"TWA",33010000,53,0,3301,3,"NULL","oind9610.dat",944,"N",1,33010000,3301,3,0,0,"1995-05-09",78,77,37,15,5,"9","NULL",3,9,1995,5,9,0,0,1,0,"baseline","mixed"
"384267",16339,130,1,"420087",420089,3346,"TWA",34030002,38,0,3403,3,"NULL","oind9609.dat",3346,"N",1,34030002,3403,3,0,0,"1995-04-17",79,79,48,14,5,"3","NULL",1,1,1995,4,17,1,0,2,1,"baseline","mixed"
"303493",16403,130,1,"330012",330013,52,"TWA",34030003,38,0,3403,3,"NULL","dind9607.dat",52,"E",1,34030003,3403,3,0,0,"1994-10-03",80,80,65,15,3,"3","NULL",1,1,1994,10,3,1,1,2,1,"340300033101994","mixed"
"125",16430,130,0,"277981",277982,3611,"TWA",34030011,53,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030011,3403,3,0,0,"1994-09-27",0,0,69,14,3,"4","NULL",1,9,1994,9,27,0,1,1,0,"baseline","mixed"
"126",16431,130,0,"277828",277829,3611,"TWA",34030008,53,0,3403,3,"NULL","oind9707.dat",3611,"E",1,34030008,3403,3,0,0,"1994-09-27",0,0,65,16,3,"4","NULL",1,1,1994,9,27,0,1,1,0,"baseline","mixed"
"842784",16675,130,2,"939397",939406,3968,"TWA",34050004,38,0,3405,3,"NULL","mara9408.dat",3968,"N",1,34050004,3405,3,0,0,"1994-08-17",86,84,74,16,3,"3","NULL",1,2,1994,8,17,1,0,3,2,"340500041781994","highreef"
"127",16676,130,0,"939560",939569,3,"TWA",34050005,53,0,3405,3,"NULL","mara9408.dat",3,"E",1,34050005,3405,3,0,0,"1994-08-18",84,84,74,17,4,"3","NULL",1,1,1994,8,18,0,1,1,0,"340500051881994","mixed"
"128",16677,130,0,"940384",940393,4089,"TWA",34050005,53,0,3405,3,"NULL","mara9408.dat",4089,"N",1,34050005,3405,3,0,0,"1994-08-18",84,84,75,17,4,"3","NULL",1,1,1994,8,18,0,0,1,0,"340500051881994","mixed"
"844730",16678,130,1,"941343",941352,4089,"TWA",34050006,38,0,3405,3,"NULL","mara9408.dat",4089,"N",1,34050006,3405,3,0,0,"1994-08-18",84,82,60,19,3,"4","NULL",3,2,1994,8,18,1,0,2,1,"340500061881994","highreef"
"844100",16680,130,1,"940713",940722,3,"TWA",34050006,38,0,3405,3,"NULL","mara9408.dat",3,"E",1,34050006,3405,3,0,0,"1994-08-18",84,84,45,19,3,"4","NULL",2,2,1994,8,18,1,1,2,1,"340500061881994","highreef"
"129",16681,130,0,"935690",935699,4092,"TWA",34050001,53,0,3405,3,"NULL","mara9408.dat",4092,"N",1,34050001,3405,3,0,0,"1994-08-19",84,84,90,16,3,"3","NULL",2,1,1994,8,19,0,0,1,0,"340500011981994","mixed"
"130",16683,130,0,"934236",934245,1530,"TWA",34050001,53,0,3405,3,"NULL","mara9408.dat",1530,"N",1,34050001,3405,3,0,0,"1994-08-19",83,84,70,14,3,"3","NULL",2,1,1994,8,19,0,0,1,0,"340500011981994","mixed"
